"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"202","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Operation Delivery.Caretaker","Operational Delivery","15511","20195",1
"203","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Operation Delivery.Court Usher","Operational Delivery","15511","20195",13.94595
"204","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Operation Delivery.Team Leader/Supervisor","Operational Delivery","15511","20195",0.78838
"205","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Operation Delivery.Usher","Operational Delivery","15511","20195",21.05946
"206","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Operational Support.","Operational Delivery","15511","20195",2
"207","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Other.Admin Assistant","Operational Delivery","15511","20195",1
"208","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Other.Court Usher","Operational Delivery","15511","20195",2
"209","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AA","Other.Usher","Operational Delivery","15511","20195",3.9946
"210","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Administration - General.","Operational Delivery","18514","24519",9
"211","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Law.Admin Officer","Operational Delivery","18514","24519",1
"212","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Admin Assistant","Operational Delivery","18514","24519",3
"213","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Admin Officer","Operational Delivery","18514","24519",129.83051
"214","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Bailiff","Operational Delivery","18514","24519",11
"215","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Court Admin","Operational Delivery","18514","24519",8.81081
"216","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Court Officer","Operational Delivery","18514","24519",2
"217","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Court Usher","Operational Delivery","18514","24519",1
"218","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Enforcement","Operational Delivery","18514","24519",0.60811
"219","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Finance","Operational Delivery","18514","24519",2.63784
"220","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Personal Assistant","Operational Delivery","18514","24519",1
"221","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Project","Operational Delivery","18514","24519",1
"222","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operation Delivery.Usher","Operational Delivery","18514","24519",1
"223","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operational Manager.","Operational Delivery","18514","24519",0.60811
"224","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operational Research.Admin Officer","Operational Delivery","18514","24519",1
"225","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Operational Support.","Operational Delivery","18514","24519",6
"226","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Other.Admin Assistant","Operational Delivery","18514","24519",1
"227","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Other.Admin Officer","Operational Delivery","18514","24519",5.41351
"228","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Other.Court Admin","Operational Delivery","18514","24519",2
"229","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Other.Enforcement","Operational Delivery","18514","24519",0.81081
"230","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","AO","Other.Facilities","Operational Delivery","18514","24519",1
"231","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Administration - General.","Operational Delivery","20755","32600",1
"232","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Law.Court Admin","Operational Delivery","20755","32600",1
"233","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Law.Court Officer","Operational Delivery","20755","32600",4
"234","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Law.Team Leader/Supervisor","Operational Delivery","20755","32600",1
"235","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Admin Officer","Operational Delivery","20755","32600",2.60811
"236","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Bailiff Manager","Operational Delivery","20755","32600",1
"237","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Business Manager","Operational Delivery","20755","32600",1
"238","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Business Support","Operational Delivery","20755","32600",1
"239","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Case Progression Manager","Operational Delivery","20755","32600",1
"240","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Case Progression Officer","Operational Delivery","20755","32600",1
"241","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Court Admin","Operational Delivery","20755","32600",3.60811
"242","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Court Officer","Operational Delivery","20755","32600",5.19243
"243","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Customer Service","Operational Delivery","20755","32600",1
"244","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Justices' Clerk","Operational Delivery","20755","32600",1
"245","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Secretary","Operational Delivery","20755","32600",3
"246","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Team Leader/Supervisor","Operational Delivery","20755","32600",30.53298
"247","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Operation Delivery.Team Manager","Operational Delivery","20755","32600",1
"248","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","EO","Other.Court Officer","Operational Delivery","20755","32600",3
"249","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","G7","Law.Deputy Justices' Clerk","Operational Delivery","43038","80756",1.79784
"250","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","G7","Law.Legal Adviser","Legal","43038","80756",4
"251","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","G7","Law.Senior Manager","Operational Delivery","43038","80756",1
"252","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","G7","Law.Team Manager","Operational Delivery","43038","80756",1
"253","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","HEO","Law.Court Manager","Operational Delivery","23647","41485",1
"254","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","HEO","Law.Legal Adviser - Trainee","Operational Delivery","23647","41485",1
"255","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","HEO","Operation Delivery.Business Manager","Operational Delivery","23647","41485",2
"256","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","HEO","Operation Delivery.Court Manager","Operational Delivery","23647","41485",4
"257","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","HEO","Operation Delivery.Team Manager","Operational Delivery","23647","41485",4
"258","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Law.Legal Adviser","Legal","30531","53768",27.56703
"259","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Law.Legal Adviser - Trainee","Operational Delivery","30531","53768",1
"260","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Operation Delivery.Business Manager","Operational Delivery","30531","53768",1
"261","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Operation Delivery.Court Manager","Operational Delivery","30531","53768",1
"262","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Operation Delivery.Head of Section","Operational Delivery","30531","53768",1
"263","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS36","SEO","Operation Delivery.Senior Manager","Operational Delivery","30531","53768",1
"264","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS43","G7","Operation Delivery.Business Manager","Operational Delivery","43038","80756",1
"265","Ministry of Justice","AGY - HMCTS","CT Avon, Gloucester,Somerset Cluster","HMCTS54","SEO","Law.Legal Adviser","Legal","30531","53768",0.8
"266","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS43","G7","Law.Justices' Clerk","Operational Delivery","43038","80756",1
"267","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS43","G7","Operation Delivery.Area Director","Operational Delivery","43038","80756",1
"268","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Administration - General.","Operational Delivery","15511","20195",0.55556
"269","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Law.Court Usher","Operational Delivery","15511","20195",2.24324
"270","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Admin Assistant","Operational Delivery","15511","20195",9.81025
"271","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Admin Officer","Operational Delivery","15511","20195",1
"272","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Court Admin","Operational Delivery","15511","20195",1
"273","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Court Officer","Operational Delivery","15511","20195",1
"274","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Court Usher","Operational Delivery","15511","20195",13.95166
"275","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Team Manager","Operational Delivery","15511","20195",1
"276","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Operation Delivery.Usher","Operational Delivery","15511","20195",12.58169
"277","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AA","Other.Court Usher","Operational Delivery","15511","20195",2
"278","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Administration - General.","Operational Delivery","18514","24519",8.13513
"279","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Law.Admin Officer","Operational Delivery","18514","24519",3
"280","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Admin Assistant","Operational Delivery","18514","24519",0.60351
"281","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Admin Officer","Operational Delivery","18514","24519",91.21646
"282","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Bailiff","Operational Delivery","18514","24519",2.6
"283","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Bailiff Manager","Operational Delivery","18514","24519",1
"284","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Civil Enforcement","Operational Delivery","18514","24519",2
"285","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Court Admin","Operational Delivery","18514","24519",4.60811
"286","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Team Manager","Operational Delivery","18514","24519",1
"287","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Operation Delivery.Usher","Operational Delivery","18514","24519",1.61111
"288","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Other.Admin Officer","Operational Delivery","18514","24519",4
"289","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","AO","Other.Bailiff","Operational Delivery","18514","24519",1
"290","Ministry of Justice","AGY - HMCTS","CT Beds & Herts Cluster","HMCTS69","EO","Law.Court Manager","Operational Delivery","20755","32600",1
